,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
34,Malaysia,12/17/2015,"$2,870,261",807,807,1466,"$6,627,347",6/9/2016
35,Mexico,12/17/2015,"$7,770,145",0,635,636,"$27,649,496",6/9/2016
36,Netherlands,12/16/2015,"$2,625,146",190,190,1449,"$15,336,444",6/9/2016
37,New Zealand,12/17/2015,"$3,043,507",203,212,1479,"$9,590,111",8/17/2020
38,Norway,12/16/2015,$0,0,0,0,"$1,100,000",12/17/2015
39,Oman,12/17/2015,"$12,281",2,2,5,"$45,986",12/31/2018
40,Peru,12/17/2015,"$2,279,979",437,437,1209,"$6,127,657",12/31/2018
41,Philippines,12/16/2015,"$3,972,605",496,496,587,"$8,163,463",12/31/2018
42,Poland,12/18/2015,$0,0,217,283,"$16,323,223",12/31/2018
43,Portugal,12/17/2015,"$1,015,381",161,161,649,"$4,049,362",6/9/2016
44,Romania,12/18/2015,"$963,144",182,182,695,"$3,237,704",12/31/2018
45,Russia (CIS),12/17/2015,"$489,154",2996,2996,7337,"$26,689,556",12/31/2018
46,Serbia and Montenegro,12/17/2015,$0,0,38,123,"$711,089",12/31/2018
47,Singapore,12/17/2015,"$2,579,893",53,85,291,"$7,173,581",6/9/2016
48,Slovakia,12/17/2015,"$486,827",67,67,188,"$1,089,747",6/9/2016
49,Slovenia,12/18/2015,"$143,230",31,31,173,"$577,440",6/9/2016
50,South Africa,12/16/2015,"$1,093,038",156,156,326,"$3,111,568",6/9/2016
51,South Korea,12/17/2015,"$6,707,133",940,940,2717,"$24,112,820",6/9/2016
52,Spain,12/18/2015,"$8,515,281",1607,1607,4944,"$35,980,308",6/9/2016
53,Sweden,12/16/2015,"$3,945,455",297,297,987,"$21,289,424",6/9/2016
54,Switzerland,12/16/2015,"$3,337,630",214,455,968,"$12,159,927",6/9/2016
55,Taiwan,12/17/2015,"$1,878,905",174,174,645,"$6,457,562",6/9/2016
56,Thailand,12/16/2015,"$1,629,319",366,366,994,"$4,458,518",6/9/2016
57,Turkey,12/16/2015,"$1,727,153",447,447,1557,"$5,513,572",12/31/2018
58,Ukraine,12/17/2015,"$1,129,782",315,315,1070,"$2,896,101",12/31/2018
59,United Arab Emirates,12/17/2015,"$1,953,653",144,144,423,"$6,060,045",12/31/2018
60,United Kingdom,12/17/2015,"$50,726,098",670,670,6155,"$163,608,625",9/7/2016
61,Uruguay,12/17/2015,"$62,742",12,15,63,"$468,960",12/31/2018
62,Venezuela,12/18/2015,"$3,925,380",126,126,442,"$16,505,641",2/17/2016
63,Vietnam,12/18/2015,$0,0,84,162,"$895,542",12/31/2018
64,,,,,,,,
65,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$31,652,897",
66,,,,,,,,
67,International Total,International Total,International Total,International Total,International Total,International Total,"$1,127,953,592",6/15/2021
