,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
47,Oman,11/6/2015,"$33,298",4,4,12,"$97,287",12/30/2018
48,Pakistan,11/6/2015,"$257,517",64,64,64,"$257,517",12/30/2018
49,Peru,11/5/2015,"$383,979",152,152,305,"$927,412",12/30/2018
50,Philippines,11/6/2015,"$1,388,286",292,292,640,"$3,202,807",12/30/2018
51,Portugal,11/5/2015,"$879,938",80,80,491,"$2,821,297",7/14/2020
52,Romania,10/6/2015,$0,0,117,296,"$1,368,180",12/30/2018
53,Russia (CIS),11/6/2015,"$6,297,505",2112,2112,6187,"$13,346,828",12/31/2018
54,Serbia and Montenegro,11/5/2015,"$111,199",27,28,131,"$431,644",12/31/2018
55,Singapore,11/5/2015,"$1,764,844",116,116,353,"$4,598,137",6/9/2016
56,Slovakia,11/5/2015,"$400,592",72,72,170,"$850,506",12/8/2015
57,Slovenia,11/5/2015,"$200,229",24,24,140,"$536,684",6/9/2016
58,South Africa,11/27/2015,"$575,259",106,111,706,"$2,837,909",6/9/2016
59,South Korea,10/30/2015,"$2,809",1,1105,1996,"$12,362,649",9/5/2016
60,Spain,11/6/2015,"$3,047,521",712,712,2868,"$8,090,537",6/9/2016
61,Suriname,11/5/2015,"$7,397",1,1,5,"$26,927",12/30/2018
62,Sweden,10/30/2015,"$2,815,877",263,263,688,"$13,195,190",6/9/2016
63,Switzerland,11/5/2015,"$3,464,537",188,243,1405,"$16,515,870",6/9/2016
64,Taiwan,11/5/2015,"$1,936,228",255,255,758,"$5,666,876",12/21/2015
65,Thailand,11/5/2015,"$1,615,065",324,324,779,"$4,364,330",12/21/2015
66,Trinidad,11/4/2015,"$203,271",22,22,100,"$564,809",12/30/2018
67,Turkey,11/6/2015,"$960,957",505,505,1585,"$2,864,479",12/30/2018
68,Ukraine,11/6/2015,"$651,285",272,272,882,"$1,507,671",12/30/2018
69,United Arab Emirates,11/6/2015,"$1,605,187",44,44,227,"$6,071,085",12/31/2018
70,United Kingdom,10/26/2015,"$63,782,378",651,660,5121,"$141,643,635",10/12/2022
71,Uruguay,11/12/2015,"$41,701",23,23,55,"$138,455",12/31/2018
72,Venezuela,11/6/2015,"$994,915",75,75,281,"$4,765,612",1/26/2016
73,Vietnam,11/6/2015,"$772,940",225,225,244,"$2,015,288",12/30/2018
74,,,,,,,,
75,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$26,724,984",
76,,,,,,,,
77,International Total,International Total,International Total,International Total,International Total,International Total,"$679,003,169",10/19/2022
