,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
38,Lithuania,6/10/2022,"$55,329",16,16,44,"$203,586",8/10/2022
39,Macedonia,6/9/2022,$0,0,3,4,"$21,180",8/3/2022
40,Malaysia,6/9/2022,"$5,228,423",152,152,632,"$9,819,098",9/22/2022
41,Mexico,6/1/2022,"$18,050,099",0,265,378,"$43,013,205",10/14/2022
42,Middle East Region,6/10/2022,"$1,962,178",81,82,238,"$5,661,780",12/14/2022
43,Mongolia,6/10/2022,"$68,682",0,11,28,"$229,129",8/10/2022
44,Netherlands,6/9/2022,"$1,387,827",241,241,2265,"$7,578,139",1/4/2023
45,New Zealand,6/9/2022,"$1,094,051",112,117,798,"$2,793,811",12/5/2022
46,Nigeria,6/10/2022,$0,0,1,3,"$246,991",8/17/2022
47,Norway,6/10/2022,"$753,193",159,159,454,"$2,198,228",11/13/2022
48,Pakistan,6/9/2022,"$245,443",62,62,62,"$718,893",10/14/2022
49,Paraguay,6/2/2022,"$104,000",17,17,73,"$313,814",8/24/2022
50,Peru,6/2/2022,"$1,719,000",107,107,407,"$5,278,042",9/8/2022
51,Philippines,6/8/2022,"$1,734,748",168,168,553,"$4,545,262",9/14/2022
52,Poland,6/10/2022,"$1,042,682",259,259,794,"$3,593,648",10/5/2022
53,Portugal,6/9/2022,"$385,754",124,124,668,"$1,604,237",9/21/2022
54,Romania,6/10/2022,"$24,856",52,143,727,"$1,238,922",12/14/2022
55,Russia (CIS),6/16/2022,"$553,196",147,151,567,"$24,960",9/21/2022
56,Saudi Arabia,6/10/2022,"$1,354,000",55,55,109,"$3,694,215",6/19/2022
57,Serbia and Montenegro,6/9/2022,"$102,882",100,100,235,"$246,792",9/21/2022
58,Singapore,6/8/2022,"$2,235,257",37,37,180,"$5,175,539",11/30/2022
59,Slovakia,6/9/2022,"$264,852",79,79,368,"$769,018",9/22/2022
60,Slovenia,6/9/2022,"$96,695",21,21,92,"$354,671",10/21/2022
61,South Africa,6/9/2022,"$419,443",132,133,506,"$1,568,863",9/21/2022
62,South Korea,6/1/2022,"$7,912,226",2158,2158,3871,"$23,910,397",8/3/2022
63,Spain,6/10/2022,"$4,919,871",403,403,3583,"$18,885,301",1/4/2023
64,Sri Lanka,6/10/2022,"$87,416",35,35,155,"$347,766",12/14/2022
65,Sweden,6/10/2022,"$1,071,325",190,190,853,"$3,946,637",11/30/2022
66,Switzerland,6/8/2022,$0,0,120,326,"$3,427,870",10/14/2022
67,Switzerland (French Speaking),6/9/2022,$0,0,32,0,"$276,000",9/26/2022
68,Switzerland (German Speaking),6/9/2022,$0,0,70,0,"$504,000",9/26/2022
69,Taiwan,6/10/2022,"$4,472,201",151,151,860,"$11,247,036",9/28/2022
70,Thailand,6/8/2022,"$2,958,535",444,444,789,"$7,562,670",9/21/2022
71,Trinidad,6/9/2022,"$230,495",20,20,62,"$992,598",9/14/2022
72,Turkey,6/10/2022,"$281,960",861,861,2477,"$1,032,405",9/15/2022
73,Ukraine,6/23/2022,$0,0,36,79,"$571,636",10/22/2022
74,United Arab Emirates,6/10/2022,"$2,207,799",65,65,166,"$5,258,833",12/7/2022
75,United Kingdom,6/10/2022,"$14,946,644",707,713,6166,"$42,986,635",10/14/2022
76,Uruguay,6/2/2022,"$150,000",31,31,126,"$868,394",10/21/2022
77,Venezuela,6/2/2022,"$81,000",64,64,128,"$1,030,350",11/3/2022
78,Vietnam,6/10/2022,"$2,077,579",203,203,573,"$3,180,910",6/29/2022
79,,,,,,,,
80,International Total,International Total,International Total,International Total,International Total,International Total,"$626,924,552",2/15/2023
