,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
58,Turkey,2/12/2016,"$1,597,415",243,288,1180,"$4,816,280",2/26/2019
59,Ukraine,2/11/2016,"$812,246",248,248,489,"$1,968,497",12/31/2018
60,United Arab Emirates,2/18/2016,"$1,757,109",48,48,185,"$4,085,190",12/31/2018
61,United Kingdom,2/12/2016,"$19,852,231",543,571,3629,"$54,166,400",6/9/2016
62,Uruguay,2/11/2016,"$65,717",12,12,67,"$301,763",12/31/2018
63,Venezuela,2/19/2016,"$129,551",54,58,283,"$656,126",6/9/2016
64,Vietnam,2/12/2016,"$1,361,721",165,165,165,"$1,361,721",12/31/2018
65,,,,,,,,
66,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$14,643,766",
67,,,,,,,,
68,International Total,International Total,International Total,International Total,International Total,International Total,"$418,876,982",10/19/2022
