,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
71,Ukraine,11/1/2012,"$1,187,229",145,150,673,"$2,508,409",12/30/2018
72,United Arab Emirates,10/26/2012,"$1,660,032",29,30,188,"$4,837,519",12/30/2018
73,United Kingdom,10/26/2012,"$31,256,380",1850,1850,10852,"$158,348,368",10/5/2022
74,Uruguay,11/1/2012,"$43,008",10,10,50,"$196,809",12/29/2018
75,Venezuela,11/2/2012,"$515,832",93,93,331,"$2,164,714",12/12/2015
76,Vietnam,11/2/2012,"$401,497",59,59,211,"$1,400,605",12/30/2018
77,,,,,,,,
78,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$5,217,054",
79,,,,,,,,
80,International Total,International Total,International Total,International Total,International Total,International Total,"$806,166,704",2/13/2023
