,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
68,Taiwan,7/20/2022,"$1,688,108",212,212,1140,"$4,917,523",12/28/2022
69,Thailand,6/30/2022,$0,0,133,309,"$1,697,929",9/22/2022
70,Trinidad,6/30/2022,$0,0,15,87,"$615,782",11/13/2022
71,Turkey,7/1/2022,"$181,118",557,557,3564,"$2,667,531",12/29/2022
72,Ukraine,7/8/2022,"$476,000",153,153,956,"$1,082,509",11/13/2022
73,United Arab Emirates,6/30/2022,"$1,777,000",65,65,359,"$5,766,407",3/9/2023
74,United Kingdom,7/1/2022,"$12,559,949",631,708,12297,"$56,701,653",1/17/2023
75,Uruguay,6/30/2022,$0,0,20,95,"$1,866,013",11/23/2022
76,Venezuela,6/30/2022,$0,0,0,0,"$1,719,179",11/13/2022
77,Vietnam,6/30/2022,"$1,673,000",205,741,1741,"$8,702,142",10/26/2022
78,,,,,,,,
79,International Total,International Total,International Total,International Total,International Total,International Total,"$569,504,871",4/19/2023
