,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
43,Netherlands,4/22/2015,"$1,412,809",116,116,755,"$5,209,813",7/7/2015
44,New Zealand,4/23/2015,"$2,038,119",79,156,668,"$4,632,140",7/7/2015
45,Norway,4/22/2015,"$1,108,814",173,173,464,"$2,884,135",7/7/2015
46,Peru,4/30/2015,"$3,270,629",407,407,1147,"$7,025,935",12/30/2018
47,Philippines,4/22/2015,"$7,672,835",607,607,1410,"$14,097,441",12/30/2018
48,Poland,5/7/2015,"$1,379,910",344,357,701,"$3,967,269",12/30/2018
49,Portugal,4/30/2015,"$697,966",135,135,550,"$1,841,706",6/17/2015
50,Romania,4/23/2015,"$382,531",96,96,499,"$1,223,419",12/30/2018
51,Russia (CIS),4/23/2015,"$15,204,231",2421,2421,5577,"$30,292,989",10/19/2022
52,Serbia and Montenegro,4/30/2015,"$48,605",28,29,106,"$190,285",12/30/2018
53,Singapore,4/23/2015,"$3,728,137",148,148,522,"$9,904,472",9/22/2015
54,Slovakia,4/30/2015,"$288,141",52,52,164,"$588,888",7/7/2015
55,Slovenia,5/1/2015,"$49,293",21,21,126,"$126,757",6/26/2015
56,South Africa,4/24/2015,"$1,015,841",130,1034,1515,"$3,098,486",5/27/2015
57,South Korea,4/23/2015,"$23,047,566",0,1634,3480,"$72,319,432",5/7/2020
58,Spain,4/30/2015,"$4,866,691",880,880,2965,"$13,640,131",11/28/2018
59,Sweden,4/22/2015,$0,0,91,91,"$408,776",5/19/2015
60,Switzerland,4/24/2015,"$1,428,876",121,121,347,"$3,695,218",5/19/2015
61,Taiwan,4/22/2015,"$5,604,126",84,84,502,"$18,417,744",11/4/2018
62,Thailand,4/30/2015,"$3,975,904",468,468,1035,"$10,500,000",7/7/2015
63,Trinidad,4/29/2015,$0,0,0,0,$0,
64,Turkey,5/1/2015,"$2,209,652",501,501,2497,"$5,864,977",12/30/2018
65,Ukraine,4/23/2015,"$694,084",252,252,892,"$1,909,793",12/30/2018
66,United Arab Emirates,4/30/2015,"$3,166,560",142,142,322,"$6,512,117",12/30/2018
67,United Kingdom,4/23/2015,"$27,342,198",583,589,4161,"$75,522,277",10/3/2018
68,Uruguay,4/30/2015,"$150,299",23,26,110,"$458,022",12/30/2018
69,Venezuela,4/30/2015,"$3,049,220",124,124,812,"$18,473,572",10/6/2015
70,Vietnam,5/1/2015,"$1,558,699",213,213,551,"$5,259,089",12/30/2018
71,,,,,,,,
72,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$37,248,347",
73,,,,,,,,
74,International Total,International Total,International Total,International Total,International Total,International Total,"$936,311,111",10/19/2022
