,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
44,Romania,7/10/2015,"$531,290",111,111,708,"$4,550,782",12/30/2018
45,Russia (CIS),7/9/2015,"$15,270,038",1209,17424,25349,"$30,015,860",12/30/2018
46,Serbia and Montenegro,7/9/2015,$0,0,22,26,"$464,221",12/30/2018
47,Singapore,7/10/2015,"$2,239,140",82,82,289,"$5,240,672",9/29/2015
48,Slovakia,6/25/2015,"$652,441",63,63,404,"$2,050,705",9/16/2015
49,Slovenia,8/13/2015,"$157,802",22,22,220,"$822,057",12/1/2015
50,South Africa,7/10/2015,"$1,029,859",129,129,1120,"$3,995,717",10/28/2015
51,South Korea,7/29/2015,"$4,188,161",792,792,2783,"$15,573,916",4/28/2020
52,Spain,7/3/2015,"$6,124,259",626,626,4559,"$26,857,564",6/9/2016
53,Sweden,7/3/2015,"$1,095,644",153,153,1301,"$7,516,400",12/23/2015
54,Switzerland,7/2/2015,"$1,034,218",192,219,2079,"$10,258,050",6/9/2016
55,Taiwan,7/10/2015,"$4,498,279",188,188,754,"$10,281,089",9/2/2015
56,Thailand,7/9/2015,"$1,815,312",153,153,468,"$3,402,195",9/23/2015
57,Turkey,9/4/2015,"$840,008",328,328,1822,"$3,898,528",2/26/2019
58,Ukraine,7/9/2015,"$830,690",277,277,1151,"$2,046,677",12/30/2018
59,United Arab Emirates,7/16/2015,$0,0,85,92,"$4,160,166",12/30/2018
60,United Kingdom,6/26/2015,"$18,191,605",571,607,9363,"$73,240,514",12/16/2015
61,Uruguay,6/25/2015,"$183,079",26,29,206,"$1,696,276",12/30/2018
62,Venezuela,7/10/2015,"$6,162,068",70,70,672,"$51,768,746",10/22/2015
63,Vietnam,7/10/2015,"$1,189,338",205,205,377,"$4,117,278",12/30/2018
64,,,,,,,,
65,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$1,977,824",
66,,,,,,,,
67,International Total,International Total,International Total,International Total,International Total,International Total,"$821,225,989",10/19/2022
