,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
32,Lebanon,1/16/2020,"$27,233",17,17,59,"$111,577",7/8/2020
33,Lithuania,1/17/2020,"$54,323",17,17,68,"$159,682",6/24/2020
34,Macedonia,1/16/2020,"$6,853",4,4,23,"$27,475",3/11/2020
35,Malaysia,1/23/2020,"$870,739",143,143,576,"$2,118,872",7/15/2020
36,Mexico,1/31/2020,"$3,493,912",0,163,256,"$9,313,238",10/19/2022
37,Middle East Region,1/16/2020,"$912,826",91,91,468,"$3,181,400",8/26/2020
38,Mongolia,1/17/2020,"$22,457",9,9,18,"$32,012",1/29/2020
39,Netherlands,1/17/2020,"$595,573",127,127,1003,"$2,634,275",10/19/2022
40,New Zealand,1/16/2020,"$204,904",97,107,776,"$949,029",10/19/2022
41,Norway,1/17/2020,"$329,894",157,157,577,"$1,117,330",10/7/2020
42,Pakistan,1/17/2020,"$24,910",48,48,167,"$69,346",10/7/2020
43,Paraguay,1/16/2020,"$19,425",16,16,49,"$63,797",2/26/2020
44,Peru,1/16/2020,"$636,508",104,104,339,"$1,878,339",2/26/2020
45,Philippines,1/29/2020,"$453,270",213,213,456,"$862,536",3/11/2020
46,Poland,1/17/2020,"$631,732",165,200,1132,"$3,314,587",10/19/2022
47,Portugal,1/17/2020,"$45,097",44,49,216,"$166,509",3/10/2020
48,Romania,1/17/2020,"$188,362",85,85,523,"$668,092",10/20/2022
49,Russia (CIS),2/20/2020,"$4,208,463",1782,1802,6812,"$9,130,209",10/19/2022
50,Serbia and Montenegro,1/9/2020,"$46,692",82,82,322,"$187,101",1/20/2021
51,Singapore,1/16/2020,"$336,735",36,36,179,"$971,529",3/25/2020
52,Slovakia,1/17/2020,"$94,859",70,70,215,"$265,487",7/14/2020
53,Slovenia,1/16/2020,"$36,525",29,29,140,"$145,245",10/7/2020
54,South Africa,1/10/2020,"$239,224",134,134,736,"$848,414",3/25/2020
55,South Korea,1/8/2020,"$5,352,719",1290,1290,2954,"$11,706,179",10/7/2020
56,Spain,1/24/2020,"$1,920,999",342,385,2367,"$6,937,188",4/28/2021
57,Sweden,1/24/2020,"$281,393",184,184,633,"$864,468",8/12/2020
58,Switzerland,1/30/2020,"$414,345",77,95,570,"$1,486,084",9/23/2020
59,Taiwan,1/24/2020,"$833,000",0,203,535,"$2,518,489",3/11/2020
60,Thailand,1/16/2020,"$559,793",155,155,469,"$978,432",2/26/2020
61,Trinidad,1/15/2020,"$62,949",19,19,105,"$287,567",3/18/2020
62,Turkey,1/17/2020,"$201,559",154,202,595,"$893,473",10/19/2022
63,Ukraine,1/9/2020,"$1,189,842",199,199,873,"$2,714,442",9/23/2020
64,United Arab Emirates,1/16/2020,"$565,632",61,61,343,"$1,580,898",9/16/2020
65,United Kingdom,2/7/2020,"$6,564,502",600,678,3903,"$20,733,602",10/14/2020
66,Uruguay,1/16/2020,"$26,926",19,19,70,"$84,363",3/11/2020
67,Venezuela,1/24/2020,"$35,052",0,0,0,"$110,353",3/11/2020
68,Vietnam,1/25/2020,"$380,775",206,207,673,"$1,912,127",2/26/2020
69,,,,,,,,
70,International Total,International Total,International Total,International Total,International Total,International Total,"$174,462,101",3/29/2023
