,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
47,Netherlands,7/6/2017,"$931,552",197,204,1341,"$4,042,454",10/16/2017
48,New Zealand,7/7/2017,"$860,807",84,90,494,"$2,692,015",9/18/2017
49,Nigeria,7/7/2017,"$72,576",3,29,121,"$280,973",1/1/2019
50,Norway,7/7/2017,"$780,645",268,268,930,"$2,827,030",10/16/2017
51,Oman,7/6/2017,"$225,872",23,24,67,"$433,819",1/1/2019
52,Pakistan,7/7/2017,"$251,478",97,97,222,"$665,551",1/1/2019
53,Paraguay,7/6/2017,"$104,050",33,33,120,"$305,790",1/1/2019
54,Peru,7/6/2017,"$1,917,495",387,387,971,"$5,205,100",12/20/2018
55,Philippines,7/6/2017,"$4,110,362",594,594,1274,"$7,523,563",12/20/2018
56,Poland,7/14/2017,"$696,983",293,293,1044,"$2,692,532",1/1/2019
57,Portugal,7/6/2017,"$441,395",96,96,394,"$1,510,539",9/6/2017
58,Qatar,7/6/2017,"$556,723",24,24,76,"$1,102,206",1/1/2019
59,Romania,7/5/2017,"$281,286",74,74,400,"$1,026,388",1/1/2019
60,Russia (CIS),7/6/2017,"$7,757,388",1373,1447,5764,"$16,341,826",1/1/2019
61,Serbia and Montenegro,7/6/2017,"$43,975",38,38,195,"$179,822",1/1/2019
62,Singapore,7/6/2017,"$2,296,431",140,140,472,"$5,314,547",9/18/2017
63,Slovakia,7/6/2017,"$135,251",74,74,164,"$340,138",9/5/2017
64,Slovenia,7/6/2017,"$25,373",20,20,85,"$100,328",9/25/2017
65,South Africa,7/7/2017,"$619,464",122,122,691,"$2,308,622",10/3/2017
66,South Korea,7/5/2017,"$17,015",3,1965,5244,"$51,515,808",9/25/2017
67,Spain,7/28/2017,"$3,323,789",709,709,2992,"$11,950,872",10/24/2017
68,Suriname,7/6/2017,"$4,456",2,2,9,"$17,249",1/1/2019
69,Sweden,7/5/2017,"$1,365,779",221,221,782,"$3,680,062",10/3/2017
70,Switzerland,7/6/2017,"$25,053",8,229,705,"$1,763,514",9/25/2017
71,Syria,7/6/2017,"$8,573",1,2,5,"$22,366",1/1/2019
72,Taiwan,7/5/2017,"$4,744,213",332,332,899,"$9,657,745",9/5/2017
73,Thailand,7/6/2017,"$2,900,022",432,432,907,"$7,910,547",9/5/2017
74,Trinidad,7/5/2017,"$244,860",29,29,150,"$870,753",1/1/2019
75,Turkey,7/7/2017,"$798,775",582,582,2326,"$2,556,451",2/26/2019
76,Ukraine,7/6/2017,"$686,843",358,358,1122,"$1,614,561",1/1/2019
77,United Arab Emirates,7/6/2017,"$2,529,035",147,147,344,"$5,027,635",12/20/2018
78,United Kingdom,7/5/2017,"$12,068,323",616,620,4610,"$39,582,696",10/24/2017
79,Uruguay,7/6/2017,"$193,400",29,29,94,"$502,495",1/1/2019
80,Venezuela,7/7/2017,"$491,417",129,129,885,"$2,527,948",10/24/2017
81,Vietnam,7/7/2017,"$916,661",305,305,608,"$2,140,029",1/1/2019
82,,,,,,,,
83,International Total,International Total,International Total,International Total,International Total,International Total,"$544,070,151",10/20/2022
