,0,1,2,type
20,Matthew Schmidt,,Editor,Production and Technical Credits
21,Judianna Makovsky,,Costume Designer,Production and Technical Credits
22,Dan DeLeeuw,,Visual Effects Supervisor,Production and Technical Credits
23,Alan Silvestri,,Composer,Production and Technical Credits
24,Dave Jordan,,Music Supervisor,Production and Technical Credits
25,Sarah Halley Finn,,Casting Director,Production and Technical Credits
26,Steve Durkee,,Supervising Music Editor,Production and Technical Credits
27,Steve Durkee,,Score Supervisor,Production and Technical Credits
28,Jacob Riehle,,Dialogue Editor,Production and Technical Credits
29,Brad Semenoff,,Dialogue/ADR Editor,Production and Technical Credits
30,Chris Castaldi,,First Assistant Director,Production and Technical Credits
31,Shannon Mills,,Supervising Sound Editor,Production and Technical Credits
32,Daniel Laurie,,Supervising Sound Editor,Production and Technical Credits
33,Josh Gold,,Sound Effects Editor,Production and Technical Credits
34,Steve Orlando,,Sound Effects Editor,Production and Technical Credits
35,Tom Johnson,,Re-recording Mixer,Production and Technical Credits
36,Juan Peralta,,Re-recording Mixer,Production and Technical Credits
37,Brian Stultz,,Art Director,Production and Technical Credits
38,Nashia Wachsman,,Music Editor,Production and Technical Credits
39,Bria Kinter,,Set Designer,Production and Technical Credits
40,Russell Earl,,Visual Effects Designer,Production and Technical Credits
41,Matt Aitken,,Visual Effects Designer,Production and Technical Credits
42,Dan Sudick,,Visual Effects Designer,Production and Technical Credits
43,Nia Hansen,,Sound Designer,Production and Technical Credits
44,Robin Buday,,First Assistant Editor,Production and Technical Credits
45,Kelly Port,,Visual Effects Supervisor,Production and Technical Credits
46,Scott Edelstein,,Visual Effects Supervisor,Production and Technical Credits
47,Samson Neslund,,Sound Effects Editor,Production and Technical Credits
