,0,1,2,type
23,Rosemary De Los Santos,,Hot Girl Patron,Supporting Cast
24,Kevin Hanchard,,Casino Boss,Supporting Cast
25,Alain Chanoine,,Businessman/Incubus,Supporting Cast
26,Joel Lacoursiere,,Cop at Rail Terminal,Supporting Cast
27,Jameson Kraemer,,Doctor at Rail Terminal,Supporting Cast
28,Ho Chow,,Gate Guard,Supporting Cast
29,Matt Baram,,Dr. Van Criss,Supporting Cast
30,Birgitte Solem,,Dr. Van Criss' Wife,Supporting Cast
31,Kevin Vance,,Kowalski—Seal Team A,Supporting Cast
32,Alex Meraz,,Gomez—Seal Team A,Supporting Cast
33,Tyler Grey,,Grey—Seal Team Member,Supporting Cast
34,Nathan Brown,,Seal Team A #1 member,Supporting Cast
35,Kenneth Choi,,Yakuza Boss,Supporting Cast
36,Nicolas Van Burek,,Technician,Supporting Cast
37,Agueda Cardenas,,Technician 2,Supporting Cast
38,Corina Calderon,,Grace—Diablo's Wife,Supporting Cast
39,Daniela Uruena,,Diablo's Daughter,Supporting Cast
40,Nicolas Uruena,,Diablo's Son,Supporting Cast
0,David Ayer,,Director,Production and Technical Credits
1,David Ayer,,Screenwriter,Production and Technical Credits
2,Charles Roven,,Producer,Production and Technical Credits
3,Richard Suckle,,Producer,Production and Technical Credits
4,Robert Kanigher,,Based on the Characters from DC Comics by,Production and Technical Credits
5,Ross Andru,,Based on the Characters from DC Comics by,Production and Technical Credits
6,Zack Snyder,,Executive Producer,Production and Technical Credits
7,Deborah Snyder,,Executive Producer,Production and Technical Credits
8,Wilson Colin,,Executive Producer,Production and Technical Credits
9,Geoff Johns,,Executive Producer,Production and Technical Credits
10,Steven Mnuchin,,Executive Producer,Production and Technical Credits
11,Roman Vasyanov,,Director of Photography,Production and Technical Credits
12,Oliver Scholl,,Production Designer,Production and Technical Credits
13,John Gilroy,,Editor,Production and Technical Credits
14,Jerome Chen,,Visual Effects Supervisor,Production and Technical Credits
15,Kate Hawley,,Costume Designer,Production and Technical Credits
16,Steven Price,,Composer,Production and Technical Credits
17,Season Kent,,Music Supervisor,Production and Technical Credits
18,Gabe Hilfer,,Music Supervisor,Production and Technical Credits
19,Andy Horwitz,,Co-Producer,Production and Technical Credits
20,Mary Vernieu,,Casting Director,Production and Technical Credits
21,Lindsay Graham,,Casting Director,Production and Technical Credits
22,Lyn Lucibello-Brancatella,,Unit Production Manager,Production and Technical Credits
23,Wilson Colin,,Unit Production Manager,Production and Technical Credits
24,Bruce Franklin,,First Assistant Director,Production and Technical Credits
25,Jack Boem,,Second Assistant Director,Production and Technical Credits
26,Guy Norris,,Second Unit Director,Production and Technical Credits
27,Lee Smith,,Editor,Production and Technical Credits
28,Michael Tronick,,Editor,Production and Technical Credits
29,Rob Schlegel,,Editor,Production and Technical Credits
30,Geoffrey O'Brien,,Additional Editor,Production and Technical Credits
31,Kevin Hickman,,Additional Editor,Production and Technical Credits
32,Joel Salsbury,,Additional Editor,Production and Technical Credits
33,Eugene Fillios,,Additional Editor,Production and Technical Credits
34,Alex Ott,,Co-Producer,Production and Technical Credits
35,Bruce Franklin,,Associate Producer,Production and Technical Credits
36,Brad Ricker,,Supervising Art Director,Production and Technical Credits
37,Brandt Gordon,,Supervising Art Director,Production and Technical Credits
38,Peter Grundy,,Art Director,Production and Technical Credits
39,Aleks Marinkovich,,Art Director,Production and Technical Credits
40,Colin Woods,,Art Director,Production and Technical Credits
41,Shane Vieau,,Set Decorator,Production and Technical Credits
42,Joshua Levinson,,Post-Production Supervisor,Production and Technical Credits
43,Diane Brunjes*,,First Assistant Editor,Production and Technical Credits
44,Kimberly Boritz*,,Second Assistant Editor,Production and Technical Credits
45,Matt Blouin,,Second Assistant Editor,Production and Technical Credits
46,Angela Jekums,,Second Assistant Editor,Production and Technical Credits
47,John Lee,,Assistant Editor,Production and Technical Credits
48,Aaron Brock,,Assistant Editor,Production and Technical Credits
49,Michael Wilson,,Assistant Editor,Production and Technical Credits
50,Chris Voutsinas*,,Assistant Editor,Production and Technical Credits
51,Richard Sanchez,,Assistant Editor,Production and Technical Credits
52,Ed Ulbrich,,Visual Effects Producer,Production and Technical Credits
53,Marcus Alexander,,Stereoscopic Supervisor,Production and Technical Credits
54,Gary A. Rizzo,,Re-recording Mixer,Production and Technical Credits
55,Michael Keller,,Re-recording Mixer,Production and Technical Credits
56,Russell Farmarco,,Dialogue Editor,Production and Technical Credits
57,Katy Wood,,Dialogue Editor,Production and Technical Credits
58,Tom Jones,,Dialogue Editor,Production and Technical Credits
59,Michael Mitchell,,Sound Effects Editor,Production and Technical Credits
60,Randy Torres,,Sound Effects Editor,Production and Technical Credits
61,John Joseph Thomas,,Sound Effects Editor,Production and Technical Credits
62,Dane Davis,,Sound Effects Editor,Production and Technical Credits
63,Paul Berolzheimer,,Sound Effects Editor,Production and Technical Credits
64,Mark Dejczakiwskyj,,Sound Editor,Production and Technical Credits
65,Darrin Mann,,Foley Mixer,Production and Technical Credits
66,Bryan Lawson,,Supervising Music Editor,Production and Technical Credits
67,Sam Zeines,,Music Editor,Production and Technical Credits
68,Philip Tallman,,Music Editor,Production and Technical Credits
69,Jim Schultz,,Music Editor,Production and Technical Credits
70,Dan Pinder*,,Music Editor,Production and Technical Credits
71,Lisa Pinero,,Sound Mixer,Production and Technical Credits
72,Shibani Alter,,Production Supervisor,Production and Technical Credits
73,Shane Scott,,Script Supervisor,Production and Technical Credits
74,Alex Kavanagh,,Costume Supervisor,Production and Technical Credits
75,Marta Roggero,,Make up,Production and Technical Credits
76,Jo-Ann MacNeil,,Make up,Production and Technical Credits
77,Leslie Sebert,,Make up,Production and Technical Credits
78,Vincent Sullivan,,Hairstylist,Production and Technical Credits
79,Carol Hartwick,,Hairstylist,Production and Technical Credits
80,Karl Crosby,,Set Designer,Production and Technical Credits
81,Britt Doughty,,Set Designer,Production and Technical Credits
82,Matt Middleton,,Set Designer,Production and Technical Credits
83,Russell Moore,,Set Designer,Production and Technical Credits
84,Evan Webber,,Set Designer,Production and Technical Credits
85,Sorin Popescu,,Set Designer,Production and Technical Credits
86,Scott R. Fisher,,Special Effects Coordinator,Production and Technical Credits
87,Laird McMurray,,Special Effects Coordinator,Production and Technical Credits
88,Joshua Lusby,,Set Designer,Production and Technical Credits
89,Richard Mays,,Set Designer,Production and Technical Credits
90,Randall Wilkins,,Set Designer,Production and Technical Credits
91,Dean Wolcott,,Set Designer,Production and Technical Credits
92,Jacob Riehle,,Foley Editor,Production and Technical Credits
93,Christopher Waegner,,Character CG Supervisor,Production and Technical Credits
