,0,1,2,type
21,Thomas Hayslip,,Unit Production Manager,Production and Technical Credits
22,Patrick Crowley,,Unit Production Manager,Production and Technical Credits
23,Michael Lerman,,First Assistant Director,Production and Technical Credits
24,Brett Robinson,,Key Second Assistant Director,Production and Technical Credits
25,Joey Coughlin,,Second Assistant Director,Production and Technical Credits
26,Joan Schneider,,Unit Production Manager,Production and Technical Credits
27,Dan Barrow,,Visual Effects Producer,Production and Technical Credits
28,Michael Solinger,,Post-Production Supervisor,Production and Technical Credits
29,Jance Rubinchik,,Animation Supervisor,Production and Technical Credits
30,Glen McIntosh,,Animation Supervisor,Production and Technical Credits
31,Jaume Marti,,Additional Editor,Production and Technical Credits
32,Al Nelson,,Supervising Sound Editor,Production and Technical Credits
33,Gwendolyn Yates Whittle,,Supervising Sound Editor,Production and Technical Credits
34,Christopher Boyes,,Re-recording Mixer,Production and Technical Credits
35,Pete Horner,,Re-recording Mixer,Production and Technical Credits
36,Jason Knox-Johnston,,Supervising Art Director,Production and Technical Credits
37,Matt Wynne,,Senior Art Director,Production and Technical Credits
38,Marco Restivo,,Art Director,Production and Technical Credits
39,Anthony Caron-Delion,,Art Director,Production and Technical Credits
40,Guy Bradley,,Art Director,Production and Technical Credits
41,Gavin Fitch,,Art Director,Production and Technical Credits
42,Tina Jones,,Set Decorator,Production and Technical Credits
43,Renate Nicolaisen,,Set Decorator,Production and Technical Credits
44,Renate Nicolaisen,,Art Director,Production and Technical Credits
45,Al Nelson,,Sound Designer,Production and Technical Credits
46,Pete Horner,,Sound Designer,Production and Technical Credits
47,Oriol Tarrago,,Sound Designer,Production and Technical Credits
48,Luke Clare,,Assistant Editor,Production and Technical Credits
49,Esther Bailey,,Assistant Editor,Production and Technical Credits
50,Jeremy Richardson,,Assistant Editor,Production and Technical Credits
51,Paul Corbould,,Special Effects Supervisor,Production and Technical Credits
52,Nicole Young,,Costume Supervisor,Production and Technical Credits
53,Karen Cohen,,"Hair, Makeup and Prosthetics Supervisor",Production and Technical Credits
54,Sian Miller,,"Key Hair, Makeup and Prosthetics Artist",Production and Technical Credits
55,Jo Beckett,,Script Supervisor,Production and Technical Credits
56,Alison Banks,,Production Supervisor,Production and Technical Credits
57,Nick Oliver,,Supervising Location Manager,Production and Technical Credits
58,Stuart McCowan,,Sound Effects Editor,Production and Technical Credits
59,Scott Guitteau,,Sound Effects Editor,Production and Technical Credits
60,Ben Burtt,,Sound Effects Editor,Production and Technical Credits
61,Christopher Barnett,,Sound Effects Editor,Production and Technical Credits
62,James Spencer,,Dialogue Editor,Production and Technical Credits
63,Cheryl Nardi,,Dialogue Editor,Production and Technical Credits
64,Will Ralston,,Dialogue Editor,Production and Technical Credits
65,Marc Bech,,Sound Editor,Production and Technical Credits
66,Albert Ribas,,Sound Editor,Production and Technical Credits
67,Marti Albert,,Sound Effects Editor,Production and Technical Credits
68,Paul Apelgren,,Music Editor,Production and Technical Credits
69,Joe E. Rand,,Music Editor,Production and Technical Credits
70,Linda Matthews,,Costume Supervisor,Production and Technical Credits
71,Michael Gowen,,Assistant Art Director,Production and Technical Credits
