,0,1,2,type
27,Mathieu Menard,,Animation Supervisor,Production and Technical Credits
28,Mourad Simoussa,,Animation Supervisor,Production and Technical Credits
29,Jean-Philippe Descoins,,Technical Animation Supervisor,Production and Technical Credits
30,Christele Jolens,,Simulation & Crowds Supervisor,Production and Technical Credits
31,Thomas Walters,,Associate Editor,Production and Technical Credits
32,Fanny Bensussan,,First Assistant Editor,Production and Technical Credits
33,Michael Lucci,,Assistant Editor,Production and Technical Credits
34,Sarah Musnitsky,,Assistant Editor,Production and Technical Credits
35,Herve Barbereau,,Story Artist,Production and Technical Credits
36,Antoine Ettori,,Story Artist,Production and Technical Credits
37,Justine Bonnard,,Story Artist,Production and Technical Credits
38,Sarah Guiderdoni,,Story Artist,Production and Technical Credits
39,Zhi Hua Dong,,Story Artist,Production and Technical Credits
40,Chloe Nicolay,,Story Artist,Production and Technical Credits
41,Julien Perron,,Story Artist,Production and Technical Credits
42,Philippe Diop,,Set Designer,Production and Technical Credits
43,Fabien Goeau,,Set Designer,Production and Technical Credits
44,Joao Garcia de Lima de Moura,,Set Designer,Production and Technical Credits
45,Charlotte Hutchinson,,Set Designer,Production and Technical Credits
46,Daniel Fernandez Casas,,Character Designer,Production and Technical Credits
47,Eileen Godoy,,Post-Production Supervisor,Production and Technical Credits
48,Dennis Leonard,,Supervising Sound Editor,Production and Technical Credits
49,Gary A. Rizzo,,Re-recording Mixer,Production and Technical Credits
50,Juan Peralta,,Re-recording Mixer,Production and Technical Credits
51,Josh Gold,,Sound Designer,Production and Technical Credits
52,Lucas Miller,,Sound Effects Editor,Production and Technical Credits
53,Ben Burtt,,Sound Effects Editor,Production and Technical Credits
54,Jonathan Greber,,Dialogue Editor,Production and Technical Credits
55,Shaun Farley,,Foley Editor,Production and Technical Credits
56,Jonathon Stevens,,Foley Editor,Production and Technical Credits
57,Frank Rinella,,Foley Mixer,Production and Technical Credits
58,Michael Connell,,Supervising Music Editor,Production and Technical Credits
59,Charles Martin Inouye,,Music Editor,Production and Technical Credits
