,0,1,2,type
39,Michael Hedges,,Re-recording Mixer,Production and Technical Credits
40,Julian Howarth,,Sound Mixer,Production and Technical Credits
41,Tony Johnson,,Sound Mixer,Production and Technical Credits
42,Vanessa Cole,,Set Decorator,Production and Technical Credits
43,James Cameron,,Character Creator,Production and Technical Credits
44,Garrett Warren,,Stunt Coordinator,Production and Technical Credits
45,Daren Hicks,,Production Supervisor,Production and Technical Credits
46,Katie McGinley,,Production Supervisor,Production and Technical Credits
47,Rudie Schaefer,,Art Director,Production and Technical Credits
48,Stephen Christensen,,Art Director,Production and Technical Credits
49,Sarah Delucchi,,Art Director,Production and Technical Credits
50,Steven Light-Orr,,Art Director,Production and Technical Credits
51,Haisu Wang,,Set Designer,Production and Technical Credits
52,Daniel Frank,,Set Designer,Production and Technical Credits
53,Andrea Onorato,,Set Designer,Production and Technical Credits
54,Shari Ratliff,,Set Designer,Production and Technical Credits
55,Kevin Loo,,Set Designer,Production and Technical Credits
56,Forest Fischer,,Set Designer,Production and Technical Credits
57,Rob Johnson,,Set Designer,Production and Technical Credits
58,Richard Mays,,Set Designer,Production and Technical Credits
59,Ed Symon,,Set Designer,Production and Technical Credits
60,Jeffrey Beck,,Set Designer,Production and Technical Credits
61,Carrie Hollinger,,Costume Supervisor,Production and Technical Credits
62,Jamal McLemore,,Assistant Editor,Production and Technical Credits
63,Shaunt Aprahamian,,Assistant Editor,Production and Technical Credits
64,Gretchen Schroeder,,Assistant Editor,Production and Technical Credits
65,Ben Murphy,,Assistant Editor,Production and Technical Credits
66,Elizabeth Denekamp,,Assistant Editor,Production and Technical Credits
67,Leila Wolff,,Assistant Editor,Production and Technical Credits
68,Qingya Li,,Assistant Editor,Production and Technical Credits
69,Morgan Williams,,Assistant Editor,Production and Technical Credits
70,Jessica O’Donoghue,,Assistant Editor,Production and Technical Credits
71,Amalia Stark,,Assistant Editor,Production and Technical Credits
72,Andie Palmer,,Assistant Editor,Production and Technical Credits
73,Samuel Utley,,Assistant Editor,Production and Technical Credits
74,Xiaodan Yang,,Assistant Editor,Production and Technical Credits
75,Kareem Hennawy,,Assistant Editor,Production and Technical Credits
76,Ben Stringfellow,,Assistant Editor,Production and Technical Credits
77,Molly McKinnon,,Assistant Editor,Production and Technical Credits
