,0,1,2,type
94,Charles Kinney,,Myer Strauss,Supporting Cast
95,Joseph Carlson,,Joseph Marstern,Supporting Cast
96,Michael Goodwin,,Chilton A. Elliot,Supporting Cast
97,Edward McDonald,,Daniel G. Stuart,Supporting Cast
98,James Batchelder,,Howard Guillefoyle,Supporting Cast
99,Gregory Hosaflook,,John F. McKenzie,Supporting Cast
100,Joe Kerkes,,Andrew E. Finck,Supporting Cast
101,William Kaffenberger,,John A. Casson,Supporting Cast
102,Larry Van Hoose,,Avon Hanready,Supporting Cast
103,C. Brandon Marshall,,Rufus Warren,Supporting Cast
104,David Graham,,House of Representatives - Rebel Shouter,Supporting Cast
105,Benjamin Shirley,,House of Representatives - Rebel Shouter,Supporting Cast
106,Henry Kidd,,House of Representatives - Rebel Shouter,Supporting Cast
107,Joseph Frances Filepowski,,House of Representatives - Rebel Shouter,Supporting Cast
108,Tom Aldridge,,House of Representatives,Supporting Cast
109,Sidney Blackmer,,House of Representatives,Supporting Cast
110,Billy Caldwell,,House of Representatives,Supporting Cast
111,Glenn Crone,,House of Representatives,Supporting Cast
112,Martin Dew,,House of Representatives,Supporting Cast
113,Theodore Ewald,,House of Representatives,Supporting Cast
114,Todd Hunter,,House of Representatives,Supporting Cast
115,Joe Inscoe,,House of Representatives,Supporting Cast
116,Raymond Johnson,,House of Representatives,Supporting Cast
117,Gary Keener,,House of Representatives,Supporting Cast
118,Randolph Meekins,,House of Representatives,Supporting Cast
119,Frank Moran,,House of Representatives,Supporting Cast
120,Charley Morgan,,House of Representatives,Supporting Cast
121,Chad Pettit,,House of Representatives,Supporting Cast
122,Barry Privett,,House of Representatives,Supporting Cast
123,Leslie Rogers,,House of Representatives,Supporting Cast
124,Marcello Rollando,,House of Representatives,Supporting Cast
125,Keith Tyree,,House of Representatives,Supporting Cast
126,Kevin J. Walsh,,House of Representatives,Supporting Cast
127,Robert Wray,,House of Representatives,Supporting Cast
128,S. Epatha Merkerson,,Lydia Smith,Supporting Cast
129,Christopher Boyer,,General Robert E. Lee,Supporting Cast
130,Stephen Dunford,,Actor Swordsman,Supporting Cast
131,David Doersch,,Actor Demon Afrit,Supporting Cast
132,Christopher Cartmill,,Leonard Grover,Supporting Cast
133,Robert Shepherd,,Dr. Joseph K. Barnes,Supporting Cast
0,Steven Spielberg,,Director,Production and Technical Credits
1,Tony Kushner,,Screenwriter,Production and Technical Credits
2,Steven Spielberg,,Producer,Production and Technical Credits
3,Kathleen Kennedy,,Producer,Production and Technical Credits
4,Doris Kearns Goodwin,,"Based in part on the book ""Team of Rivals: The Political Genius of Abraham Lincoln""",Production and Technical Credits
5,Garrett Warren,,Stunt Coordinator,Production and Technical Credits
6,Daniel Lupi,,Executive Producer,Production and Technical Credits
7,Jeff Skoll,,Executive Producer,Production and Technical Credits
8,Jonathan King,,Executive Producer,Production and Technical Credits
9,Adam Somner,,Co-Producer,Production and Technical Credits
10,Kristie Macosko Krieger,,Co-Producer,Production and Technical Credits
11,Janusz Kaminski,,Director of Photography,Production and Technical Credits
12,Rick Carter,,Production Designer,Production and Technical Credits
13,Michael Kahn,,Editor,Production and Technical Credits
14,Joanna Johnston,,Costume Designer,Production and Technical Credits
15,John Williams,,Composer,Production and Technical Credits
16,Avy Kaufman,,Casting,Production and Technical Credits
17,Sue McNamara,,Unit Production Manager,Production and Technical Credits
18,Adam Somner,,First Assistant Director,Production and Technical Credits
19,Ian Stone,,Second Assistant Director,Production and Technical Credits
